priority_rank,competition_id,problem_id,source_event_id,source_round_id,boulder_number,leaderboard_route_id,event_date,event_name,source_scope,source_url,event_tier,category,round_name,linked_outcomes,linked_athletes,zone_rate,top_rate,rows_with_both_board_metrics,mean_physical_metrics_available,outcome_spread,priority_rule,tag_status
266,IFSC|event:1531,IFSC|event:1531|route:20511,1531,10991,4,20511,2026-07-25,World Climbing Pan America Series Salt Lake City 2026,IFSC,/api/v1/category_rounds/10991/results,Continental series,Men,Semi Final,1,1,1.0,0.0,1,12.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
267,CEC|event:153,CEC|event:153|route:13985,153,2848,1,13985,2025-11-08,D1 Bloc #1 Délire Ste-Foy,CEC,/api/v1/category_rounds/2848/results,Regional / local youth,Juvénile B femmes,Qualifications,1,1,1.0,1.0,1,11.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
268,CEC|event:153,CEC|event:153|route:13986,153,2848,2,13986,2025-11-08,D1 Bloc #1 Délire Ste-Foy,CEC,/api/v1/category_rounds/2848/results,Regional / local youth,Juvénile B femmes,Qualifications,1,1,1.0,1.0,1,11.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
269,CEC|event:153,CEC|event:153|route:13987,153,2848,3,13987,2025-11-08,D1 Bloc #1 Délire Ste-Foy,CEC,/api/v1/category_rounds/2848/results,Regional / local youth,Juvénile B femmes,Qualifications,1,1,1.0,1.0,1,11.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
270,CEC|event:153,CEC|event:153|route:13988,153,2848,4,13988,2025-11-08,D1 Bloc #1 Délire Ste-Foy,CEC,/api/v1/category_rounds/2848/results,Regional / local youth,Juvénile B femmes,Qualifications,1,1,1.0,1.0,1,11.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
271,CEC|event:153,CEC|event:153|route:13989,153,2848,5,13989,2025-11-08,D1 Bloc #1 Délire Ste-Foy,CEC,/api/v1/category_rounds/2848/results,Regional / local youth,Juvénile B femmes,Qualifications,1,1,1.0,1.0,1,11.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
272,CEC|event:153,CEC|event:153|route:14012,153,2864,1,14012,2025-11-08,D1 Bloc #1 Délire Ste-Foy,CEC,/api/v1/category_rounds/2864/results,Regional / local youth,Juvénile B femmes,Finales,1,1,1.0,1.0,1,11.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
273,CEC|event:153,CEC|event:153|route:14013,153,2864,2,14013,2025-11-08,D1 Bloc #1 Délire Ste-Foy,CEC,/api/v1/category_rounds/2864/results,Regional / local youth,Juvénile B femmes,Finales,1,1,1.0,1.0,1,11.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
274,CEC|event:153,CEC|event:153|route:14014,153,2864,3,14014,2025-11-08,D1 Bloc #1 Délire Ste-Foy,CEC,/api/v1/category_rounds/2864/results,Regional / local youth,Juvénile B femmes,Finales,1,1,1.0,0.0,1,11.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
275,CEC|event:153,CEC|event:153|route:14015,153,2864,4,14015,2025-11-08,D1 Bloc #1 Délire Ste-Foy,CEC,/api/v1/category_rounds/2864/results,Regional / local youth,Juvénile B femmes,Finales,1,1,1.0,1.0,1,11.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
276,IFSC|event:1522,IFSC|event:1522|route:19278,1522,10638,1,19278,2026-07-18,World Climbing Youth Championship Arco 2026,IFSC,/api/v1/category_rounds/10638/results,International other youth,U17 Men,Qualification,1,1,1.0,0.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
277,IFSC|event:1522,IFSC|event:1522|route:19279,1522,10638,2,19279,2026-07-18,World Climbing Youth Championship Arco 2026,IFSC,/api/v1/category_rounds/10638/results,International other youth,U17 Men,Qualification,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
278,IFSC|event:1522,IFSC|event:1522|route:19280,1522,10638,3,19280,2026-07-18,World Climbing Youth Championship Arco 2026,IFSC,/api/v1/category_rounds/10638/results,International other youth,U17 Men,Qualification,1,1,0.0,0.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
279,IFSC|event:1522,IFSC|event:1522|route:19281,1522,10638,4,19281,2026-07-18,World Climbing Youth Championship Arco 2026,IFSC,/api/v1/category_rounds/10638/results,International other youth,U17 Men,Qualification,1,1,1.0,0.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
280,IFSC|event:1522,IFSC|event:1522|route:19282,1522,10638,5,19282,2026-07-18,World Climbing Youth Championship Arco 2026,IFSC,/api/v1/category_rounds/10638/results,International other youth,U17 Men,Qualification,1,1,1.0,0.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
281,CEC|event:224,CEC|event:224|route:22457,224,4422,1,22457,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4422/results,National championship youth,U17 Male,Qualification,1,1,1.0,0.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
282,CEC|event:224,CEC|event:224|route:22458,224,4422,2,22458,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4422/results,National championship youth,U17 Male,Qualification,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
283,CEC|event:224,CEC|event:224|route:22459,224,4422,3,22459,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4422/results,National championship youth,U17 Male,Qualification,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
284,CEC|event:224,CEC|event:224|route:22460,224,4422,4,22460,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4422/results,National championship youth,U17 Male,Qualification,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
285,CEC|event:224,CEC|event:224|route:22461,224,4422,5,22461,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4422/results,National championship youth,U17 Male,Qualification,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
286,CEC|event:224,CEC|event:224|route:22462,224,4422,6,22462,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4422/results,National championship youth,U17 Male,Qualification,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
287,CEC|event:224,CEC|event:224|route:23240,224,4453,1,23240,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4453/results,National championship youth,U17 Male,Semi-Finals,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
288,CEC|event:224,CEC|event:224|route:23241,224,4453,2,23241,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4453/results,National championship youth,U17 Male,Semi-Finals,1,1,1.0,0.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
289,CEC|event:224,CEC|event:224|route:23242,224,4453,3,23242,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4453/results,National championship youth,U17 Male,Semi-Finals,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
290,CEC|event:224,CEC|event:224|route:23243,224,4453,4,23243,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4453/results,National championship youth,U17 Male,Semi-Finals,1,1,1.0,0.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
291,CEC|event:224,CEC|event:224|route:23264,224,4459,1,23264,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4459/results,National championship youth,U17 Male,Finals,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
292,CEC|event:224,CEC|event:224|route:23265,224,4459,2,23265,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4459/results,National championship youth,U17 Male,Finals,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
293,CEC|event:224,CEC|event:224|route:23266,224,4459,3,23266,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4459/results,National championship youth,U17 Male,Finals,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
294,CEC|event:224,CEC|event:224|route:23267,224,4459,4,23267,2026-05-14,2025-26 Youth Nationals - Boulder & Lead,CEC,/api/v1/category_rounds/4459/results,National championship youth,U17 Male,Finals,1,1,0.0,0.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
295,CEC|event:211,CEC|event:211|route:19832,211,4052,1,19832,2026-03-21,Championnat Provincial D1 Bloc,CEC,/api/v1/category_rounds/4052/results,Regional / local youth,Juvénile B hommes,Qualifications,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
296,CEC|event:211,CEC|event:211|route:19833,211,4052,2,19833,2026-03-21,Championnat Provincial D1 Bloc,CEC,/api/v1/category_rounds/4052/results,Regional / local youth,Juvénile B hommes,Qualifications,1,1,1.0,0.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
297,CEC|event:211,CEC|event:211|route:19834,211,4052,3,19834,2026-03-21,Championnat Provincial D1 Bloc,CEC,/api/v1/category_rounds/4052/results,Regional / local youth,Juvénile B hommes,Qualifications,1,1,1.0,0.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
298,CEC|event:211,CEC|event:211|route:19835,211,4052,4,19835,2026-03-21,Championnat Provincial D1 Bloc,CEC,/api/v1/category_rounds/4052/results,Regional / local youth,Juvénile B hommes,Qualifications,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
299,CEC|event:211,CEC|event:211|route:19836,211,4052,5,19836,2026-03-21,Championnat Provincial D1 Bloc,CEC,/api/v1/category_rounds/4052/results,Regional / local youth,Juvénile B hommes,Qualifications,1,1,1.0,0.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
300,CEC|event:211,CEC|event:211|route:19902,211,4062,1,19902,2026-03-21,Championnat Provincial D1 Bloc,CEC,/api/v1/category_rounds/4062/results,Regional / local youth,Juvénile B hommes,Finales,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
301,CEC|event:211,CEC|event:211|route:19903,211,4062,2,19903,2026-03-21,Championnat Provincial D1 Bloc,CEC,/api/v1/category_rounds/4062/results,Regional / local youth,Juvénile B hommes,Finales,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
302,CEC|event:211,CEC|event:211|route:19904,211,4062,3,19904,2026-03-21,Championnat Provincial D1 Bloc,CEC,/api/v1/category_rounds/4062/results,Regional / local youth,Juvénile B hommes,Finales,1,1,1.0,0.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
303,CEC|event:211,CEC|event:211|route:19905,211,4062,4,19905,2026-03-21,Championnat Provincial D1 Bloc,CEC,/api/v1/category_rounds/4062/results,Regional / local youth,Juvénile B hommes,Finales,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
304,CEC|event:192,CEC|event:192|route:17736,192,3657,1,17736,2026-01-24,Coupe QC D1 Bloc #2,CEC,/api/v1/category_rounds/3657/results,Regional / local youth,Juvénile B hommes,Qualifications,1,1,1.0,0.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
305,CEC|event:192,CEC|event:192|route:17737,192,3657,2,17737,2026-01-24,Coupe QC D1 Bloc #2,CEC,/api/v1/category_rounds/3657/results,Regional / local youth,Juvénile B hommes,Qualifications,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
306,CEC|event:192,CEC|event:192|route:17738,192,3657,3,17738,2026-01-24,Coupe QC D1 Bloc #2,CEC,/api/v1/category_rounds/3657/results,Regional / local youth,Juvénile B hommes,Qualifications,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
307,CEC|event:192,CEC|event:192|route:17739,192,3657,4,17739,2026-01-24,Coupe QC D1 Bloc #2,CEC,/api/v1/category_rounds/3657/results,Regional / local youth,Juvénile B hommes,Qualifications,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
308,CEC|event:192,CEC|event:192|route:17740,192,3657,5,17740,2026-01-24,Coupe QC D1 Bloc #2,CEC,/api/v1/category_rounds/3657/results,Regional / local youth,Juvénile B hommes,Qualifications,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
309,CEC|event:192,CEC|event:192|route:17870,192,3683,1,17870,2026-01-24,Coupe QC D1 Bloc #2,CEC,/api/v1/category_rounds/3683/results,Regional / local youth,Juvénile B hommes,Finales,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
310,CEC|event:192,CEC|event:192|route:17871,192,3683,2,17871,2026-01-24,Coupe QC D1 Bloc #2,CEC,/api/v1/category_rounds/3683/results,Regional / local youth,Juvénile B hommes,Finales,1,1,1.0,0.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
311,CEC|event:192,CEC|event:192|route:17872,192,3683,3,17872,2026-01-24,Coupe QC D1 Bloc #2,CEC,/api/v1/category_rounds/3683/results,Regional / local youth,Juvénile B hommes,Finales,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
312,CEC|event:192,CEC|event:192|route:17873,192,3683,4,17873,2026-01-24,Coupe QC D1 Bloc #2,CEC,/api/v1/category_rounds/3683/results,Regional / local youth,Juvénile B hommes,Finales,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
313,CEC|event:77,CEC|event:77|route:6409,77,1582,1,6409,2024-06-22,2024 NACS,CEC,/api/v1/category_rounds/1582/results,Continental / cross-border,Women,Qualification,1,1,1.0,0.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
314,CEC|event:77,CEC|event:77|route:6410,77,1582,2,6410,2024-06-22,2024 NACS,CEC,/api/v1/category_rounds/1582/results,Continental / cross-border,Women,Qualification,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
315,CEC|event:77,CEC|event:77|route:6411,77,1582,3,6411,2024-06-22,2024 NACS,CEC,/api/v1/category_rounds/1582/results,Continental / cross-border,Women,Qualification,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
316,CEC|event:77,CEC|event:77|route:6412,77,1582,4,6412,2024-06-22,2024 NACS,CEC,/api/v1/category_rounds/1582/results,Continental / cross-border,Women,Qualification,1,1,0.0,0.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
317,CEC|event:77,CEC|event:77|route:6413,77,1582,5,6413,2024-06-22,2024 NACS,CEC,/api/v1/category_rounds/1582/results,Continental / cross-border,Women,Qualification,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
318,CEC|event:71,CEC|event:71|route:5502,71,1437,1,5502,2024-04-20,Youth Eastern Regionals 23/24,CEC,/api/v1/category_rounds/1437/results,Regional / local youth,U19 Male,Finals,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
319,CEC|event:71,CEC|event:71|route:5503,71,1437,2,5503,2024-04-20,Youth Eastern Regionals 23/24,CEC,/api/v1/category_rounds/1437/results,Regional / local youth,U19 Male,Finals,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
320,CEC|event:71,CEC|event:71|route:5504,71,1437,3,5504,2024-04-20,Youth Eastern Regionals 23/24,CEC,/api/v1/category_rounds/1437/results,Regional / local youth,U19 Male,Finals,1,1,1.0,0.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
321,CEC|event:71,CEC|event:71|route:5505,71,1437,4,5505,2024-04-20,Youth Eastern Regionals 23/24,CEC,/api/v1/category_rounds/1437/results,Regional / local youth,U19 Male,Finals,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
322,CEC|event:71,CEC|event:71|route:5538,71,1429,1,5538,2024-04-20,Youth Eastern Regionals 23/24,CEC,/api/v1/category_rounds/1429/results,Regional / local youth,U19 Male,Qualification,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
323,CEC|event:71,CEC|event:71|route:5539,71,1429,2,5539,2024-04-20,Youth Eastern Regionals 23/24,CEC,/api/v1/category_rounds/1429/results,Regional / local youth,U19 Male,Qualification,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
324,CEC|event:71,CEC|event:71|route:5540,71,1429,3,5540,2024-04-20,Youth Eastern Regionals 23/24,CEC,/api/v1/category_rounds/1429/results,Regional / local youth,U19 Male,Qualification,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
325,CEC|event:71,CEC|event:71|route:5541,71,1429,4,5541,2024-04-20,Youth Eastern Regionals 23/24,CEC,/api/v1/category_rounds/1429/results,Regional / local youth,U19 Male,Qualification,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
326,CEC|event:71,CEC|event:71|route:5542,71,1429,5,5542,2024-04-20,Youth Eastern Regionals 23/24,CEC,/api/v1/category_rounds/1429/results,Regional / local youth,U19 Male,Qualification,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
327,CEC|event:71,CEC|event:71|route:5543,71,1429,6,5543,2024-04-20,Youth Eastern Regionals 23/24,CEC,/api/v1/category_rounds/1429/results,Regional / local youth,U19 Male,Qualification,1,1,1.0,1.0,1,8.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
328,CEC|event:182,CEC|event:182|route:16448,182,3468,1,16448,2026-01-10,SCBC Open Boulder Provincials,CEC,/api/v1/category_rounds/3468/results,Regional / local,Open Male,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
329,CEC|event:182,CEC|event:182|route:16449,182,3468,2,16449,2026-01-10,SCBC Open Boulder Provincials,CEC,/api/v1/category_rounds/3468/results,Regional / local,Open Male,Qualification,1,1,1.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
330,CEC|event:182,CEC|event:182|route:16450,182,3468,3,16450,2026-01-10,SCBC Open Boulder Provincials,CEC,/api/v1/category_rounds/3468/results,Regional / local,Open Male,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
331,CEC|event:182,CEC|event:182|route:16451,182,3468,4,16451,2026-01-10,SCBC Open Boulder Provincials,CEC,/api/v1/category_rounds/3468/results,Regional / local,Open Male,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
332,CEC|event:182,CEC|event:182|route:16452,182,3468,5,16452,2026-01-10,SCBC Open Boulder Provincials,CEC,/api/v1/category_rounds/3468/results,Regional / local,Open Male,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
333,CEC|event:182,CEC|event:182|route:16453,182,3468,6,16453,2026-01-10,SCBC Open Boulder Provincials,CEC,/api/v1/category_rounds/3468/results,Regional / local,Open Male,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
334,CEC|event:182,CEC|event:182|route:16484,182,3488,1,16484,2026-01-10,SCBC Open Boulder Provincials,CEC,/api/v1/category_rounds/3488/results,Regional / local,Open Male,Finals,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
335,CEC|event:182,CEC|event:182|route:16485,182,3488,2,16485,2026-01-10,SCBC Open Boulder Provincials,CEC,/api/v1/category_rounds/3488/results,Regional / local,Open Male,Finals,1,1,1.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
336,CEC|event:182,CEC|event:182|route:16486,182,3488,3,16486,2026-01-10,SCBC Open Boulder Provincials,CEC,/api/v1/category_rounds/3488/results,Regional / local,Open Male,Finals,1,1,1.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
337,CEC|event:182,CEC|event:182|route:16487,182,3488,4,16487,2026-01-10,SCBC Open Boulder Provincials,CEC,/api/v1/category_rounds/3488/results,Regional / local,Open Male,Finals,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
338,CEC|event:165,CEC|event:165|route:14474,165,3107,1,14474,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3107/results,Regional / local,Open Male,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
339,CEC|event:165,CEC|event:165|route:14475,165,3107,2,14475,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3107/results,Regional / local,Open Male,Qualification,1,1,1.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
340,CEC|event:165,CEC|event:165|route:14476,165,3107,3,14476,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3107/results,Regional / local,Open Male,Qualification,1,1,0.0,0.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
341,CEC|event:165,CEC|event:165|route:14477,165,3107,4,14477,2025-12-06,SCBC Boulder Local - Bonfire,CEC,/api/v1/category_rounds/3107/results,Regional / local,Open Male,Qualification,1,1,1.0,1.0,1,7.0,0.0,"continuous ordering: reusable athletes, outcome spread, both-board coverage, physical-metric coverage, recency; no inclusion cutoff",human_demand_tags_needed
