event_date,event_name,source_scope,event_tier,rating_context,direct_context_head,classification_reason,all_results_update_shared_skill,direct_label_controls_input_eligibility
2019-02-16,Regionale Hessische Bouldermeisterschaft - Frankfurt 2019,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-02-24,Norddeutsche Jugendmeisterschaft Bouldern,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-03-01,O'Bloc Masters 2019 Ostermundigen (Lead & Boulder) ,SAC-CAS,Regional / local,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2019-03-16,1. Deutscher Jugendcup (B) 2019 - Bexbach,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-03-16,Kids Cup Bouldern Rosenheim (Qualifikation Jugend C),DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-03-16,Sächsischer Jugendcup 2019 Wk1 Bouldern Messe Dresden,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-03-16,Mammut Youth Climbing Cup MYCC 2019 (Bouldern) - Giubiasco,SAC-CAS,Regional / local,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2019-03-23,Bressanone,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2019-03-24,Putignano,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2019-03-25,Offene Berliner und Sächsische Landesmeisterschaften Bouldern 2019 - Berlin,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-03-30,Offene Bouldermeisterschaft Rheinland-Pfalz - RockTown Kaiserslautern ,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-03-30,Bächli Swiss Climbing Cup BSCC 2019  (Bouldern) - Zürich,SAC-CAS,National series,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2019-03-31,Roma,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2019-03-31,Torino,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2019-03-31,Rheintal Cup - Rätikon Bouldertag Küblis (B) 2019,SAC-CAS,Regional / local,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2019-04-05,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2019-04-06,2. Deutscher Jugendcup (B) 2019 - Braunschweig,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-04-07,Modena,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2019-04-07,Penne,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2019-04-07,San Giustino,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2019-04-07,Mammut Youth Climbing Cup MYCC 2019 - Boulder-SM Haslital Mountain Festival Meiringen ,SAC-CAS,Regional / local,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2019-04-12,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2019-04-13,Zürcher Klettermeisterschaft 2019 (Lead) - Griffig Uster,SAC-CAS,Regional / local,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2019-04-14,Regalna,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2019-04-14,Roma,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2019-04-20,Cuneo,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2019-04-26,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2019",IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2019-04-27,European Youth Cup (B) - Soure (POR) 2019,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2019-04-28,Faenza,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2019-05-01,Bayerische Meisterschaft Erwachsene & Jugend A Lead Freising (Qualifikation Jugend A und B),DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-05-02,"IFSC European Cup (B,S) - Innsbruck (AUT) 2019",IFSC,Continental series,Senior / Open,IFSC_REG:EUROPE,direct IFSC regional/continental evidence,True,False
2019-05-03,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2019-05-04,Offene NRW-Landesmeisterschaft Bouldern 2019 - Köln,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-05-04,Rheintal Cup - Chur (L) 2019,SAC-CAS,Regional / local,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2019-05-05,Penne,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2019-05-05,Potenza,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2019-05-05,Quartu Sant'Elena,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2019-05-11,Bayerische Jugendmeisterschaft Bouldern Landshut (Qualifikation Jugend B und C),DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-05-11,"Westdeutsche Meisterschaft Bouldern, Blocschokolade Trier",DIGITALROCK,National championship youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-05-11,Marina di Ravenna,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2019-05-11,European Youth Cup (B) - Graz (AUT) 2019,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2019-05-12,L'Aquila,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2019-05-12,"International Climbing Series - Outdoor Village Speed Stars - Akishima, Tokyo (JPN) 2019",IFSC,International other,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-05-18,Thiene,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2019-05-18,European Youth Cup (S) - Mezzolombardo (ITA) 2019,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2019-05-18,IFSC Climbing Worldcup (B) - Munich (GER) 2019,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2019-05-18,Rheintal Cup - Sparta Bouldercup Buchs (B) 2019,SAC-CAS,Regional / local,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2019-05-25,3. Deutscher Jugendcup (L) 2019 - Kempten,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-05-25,Faenza,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2019-05-25,European Youth Cup (B) - Sofia (BUL) 2019,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2019-05-26,4. Deutscher Jugendcup (S) 2019 - Kempten,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-05-26,Pero,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2019-05-30,Bächli Swiss Climbing Cup BSCC 2019 - Boulder-Schweizermeisterschaft Pratteln,SAC-CAS,National championship,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2019-06-07,IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2019-06-08,23. offene Rheinland-Pfalz Meisterschaft Lead / Qualifikation zur WDM Lead - Pfalz Rock Frankenthal ,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-06-15,Offene Hessenmeisterschaft Lead - Kletterzentrum Nordhessen Kassel,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-06-15,Campitello di Fassa,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2019-06-15,Bächli Swiss Climbing Cup BSCC 2019 - Lead-Schweizermeisterschaft Niederwangen,SAC-CAS,National championship,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2019-06-22,5. Deutscher Jugendcup (S) 2019 - Duisburg,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-06-22,European Youth Cup (L) - Ostermundigen (SUI) 2019,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2019-06-29,Sächsischer Jugendcup 2019 WK2 Lead LJS Dresden,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-06-29,European Youth Cup (L) - St. Pierre Faucigny (FRA) 2019,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2019-07-04,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2019-07-06,Bayerische Meisterschaft Speed Erwachsene / Jugend A & B LLZ Augsburg,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-07-06,Offene NRW-Landesmeisterschaft Lead 2019 - Wuppertal,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-07-06,Bächli Swiss Climbing Cup BSCC 2019 - Speed-Schweizermeisterschaft Villars,SAC-CAS,National championship,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2019-07-06,Mammut Youth Climbing Cup MYCC 2019 - Speed-Schweizermeisterschaft Villars,SAC-CAS,National championship,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2019-07-07,Bayerische Meisterschaft Speed Jugend C + Kidscup Jugend D LLZ Augsburg ,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-07-07,Mammut Youth Climbing Cup MYCC 2019 (Lead) - Villars,SAC-CAS,Regional / local,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2019-07-11,"IFSC Climbing Worldcup (L, S) - Chamonix (FRA) 2019 ",IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2019-07-13,Baden-Württembergischer Jugendcup Lead 2019 Reutlingen,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-07-13,Kids Cup Lead Aschaffenburg (Qualifikation Jugend C),DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-07-14,Baden-Württembergischer Jugendcup Speed 2019 Reutlingen,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-07-19,European Youth Cup (S) - Tarnow (POL) 2019,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2019-07-19,IFSC Climbing Worldcup (L) - Briançon (FRA) 2019 ,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2019-07-20,Baden-Württembergischer Jugendcup Lead 2019 Freiburg,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-07-20,Bayerische Jugendmeisterschaft Lead Deggendorf (Qualifikation Jugend B und C),DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-08-02,"European Youth Cup (S,L) - Imst (AUT) 2019",IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2019-08-11,IFSC Climbing World Championships - Hachioji (JPN) 2019,IFSC,World major,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2019-08-22,IFSC Youth World Championships -  Arco (ITA) 2019 ,IFSC,World major youth,Youth,IFSC_WORLD_YOUTH,"direct Youth World evidence; transition context, not adult WC evidence",True,False
2019-08-31,Westdeutsche Meisterschaft Speed 2019 - Hilden,DIGITALROCK,National championship youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-09-05,European Championship (B) - Zakopane (POL) 2019,IFSC,Continental championship,Senior / Open,IFSC_REG:EUROPE,direct IFSC regional/continental evidence,True,False
2019-09-07,6. Deutscher Jugendcup (L) 2019 - München ,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-09-07,Sächsischer Jugendcup 2019 Wk3 Lead YOYO Heidenau,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-09-07,Mezzolombardo,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2019-09-07,Rheintal Cup - St. Gallen (L) 2019,SAC-CAS,Regional / local,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2019-09-14,Norddeutsche Meisterschaft Lead im Kletterzentrum Bremen,DIGITALROCK,National championship youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-09-14,Westdeutsche Leadmeisterschaft - Offenbach,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-09-14,Milano,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2019-09-14,Rheintal Cup - Näfels (B) 2019,SAC-CAS,Regional / local,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2019-09-14,Zürcher Klettermeisterschaft 2019 (Lead) - 6a plus Winterthur,SAC-CAS,Regional / local,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2019-09-20,European Youth Championships (B) - Brixen (ITA) 2019,IFSC,Continental championship youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2019-09-28,Baden-Württembergischer Jugendcup Speed 2019 Heilbronn,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-09-28,Offene Sächsische/Berliner Landesmeisterschaft Lead in Dresden,DIGITALROCK,Regional / local,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-09-28,Offene Sächsische/Berliner Landesmeisterschaft Lead in Dresden,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-09-28,IFSC Climbing Worldcup (L) - Kranj (SLO) 2019 ,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2019-09-29,Offene Sächsische Landesmeisterschaft Speed in Dresden ,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-10-04,"European Championship (L,S) - Edinburgh (GBR) 2019",IFSC,Continental championship,Senior / Open,IFSC_REG:EUROPE,direct IFSC regional/continental evidence,True,False
2019-10-05,Mammut Youth Climbing Cup MYCC 2019 - Lead-Schweizermeisterschaft Genf,SAC-CAS,National championship,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2019-10-13,Brugherio,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2019-10-13,ANOC World Beach Games (B) - Doha (QAT),IFSC,International other,Senior / Open,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-10-18,"European Youth Championships (L,S) - Voronezh (RUS) 2019",IFSC,Continental championship youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2019-10-18,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2019 ",IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2019-10-26,IFSC Climbing Worldcup (L) - Inzai (JPN) 2019 ,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2019-11-02,Sächsischer Jugendcup 2019 Wk4 Lead Zittau,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-11-02,Bächli Swiss Climbing Cup BSCC 2019 (Lead) - Uster,SAC-CAS,National series,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2019-11-06,Asian Championships - Bogor (INA) 2019,IFSC,Continental championship,Senior / Open,IFSC_REG:ASIA,direct IFSC regional/continental evidence,True,False
2019-11-09,Stadtmeisterschaft Darmstadt Lead 2019,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-11-09,Torino,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2019-11-16,Bra,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2019-11-16,Zürcher Klettermeisterschaft 2019 (Boulder) - Minimum Zürich,SAC-CAS,Regional / local,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2019-11-17,Putignano,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2019-11-23,Sächsischer Jugendcup 2019 Wk5 Bouldern in Dresden,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-11-24,Uboldo,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2019-12-01,Potenza,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2019-12-03,"PanAmerican Youth Championships (L, S, B) - Ibarra (ECU) 2019 ",IFSC,International other youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2019-12-07,Milano,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2019-12-07,Rheintal Cup Finale - Nikoloklettern Dornbirn (L) 2019,SAC-CAS,Regional / local,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2019-12-08,Milano,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2019-12-12,Asian Youth Championships - Bengaluru (IND) 2019 ,IFSC,Continental championship youth,Youth,IFSC_REG:ASIA:YOUTH,direct IFSC regional/continental evidence,True,False
2019-12-14,Selargius,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2019-12-14,Torino,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2019-12-15,Avezzano,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2019-12-15,Pesaro,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2019-12-20,Putignano,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2020-01-18,Torino,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2020-01-19,Palermo,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2020-01-26,Martina Franca,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2020-01-26,Prato,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2020-01-26,Roma,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2020-02-01,Kidscup Bouldern Region Oberbayern - DAV Kletterzentrum Ingolstadt,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2020-02-01,Parma,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2020-02-08,Offene Hessische Bouldermeisterschaft 2020 im Dynochrom Frankfurt a.M.,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2020-02-08,Modena,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2020-02-15,Kids Cup Bouldern Region Franken,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2020-02-16,Bari,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2020-02-16,Catania,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2020-02-16,Sassari,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2020-02-22,Bayerische Meisterschaft Bouldern (Qualifikation Jug. B) - f.r.e.e München,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2020-02-22,Prato (PO),FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2020-02-23,Offene Norddeutsche Jugendmeisterschaft Bouldern im escaladrome Hannover,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2020-02-29,1. Deutscher Jugendcup (B) 2020 - Nürnberg,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2020-03-01,Nominierungswettkampf (B) - Jugendkader,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2020-03-01,Bächli Swiss Climbing Cup BSCC 2020 - Boulder-Schweizermeisterschaft Bulle,SAC-CAS,National championship,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2020-03-06,O'Bloc Masters 2020 Ostermundigen (Lead & Boulder),SAC-CAS,Regional / local,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2020-07-10,"Sächsischer Jugendcup 2020, Wk1 Lead in Dresden (Jugend A-F)",DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2020-08-21,IFSC - Climbing World Cup (L) - Briançon (FRA) 2020,IFSC,World series,Senior / Open,WC,direct adult World series/World championship evidence,True,False
2020-09-02,Bayerische Meisterschaft Speed - Kletterhalle Rosenheim,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2020-09-05,Offene Hessische Meisterschaft Lead 2020 im DAV Kletterzentrum Darmstadt,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2020-09-05,Campionato Regionale Lead Emilia Romagna,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2020-09-06,Westdeutsche Meisterschaft Speed 2020 im DAV Kletterzentrum Darmstadt,DIGITALROCK,National championship youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2020-09-12,Bayerische Meisterschaft/ Kids Cup Lead - DAV Kletterzentrum Augsburg LLZ,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2020-09-12,Campionato Italiano Lead,FASI,National championship,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2020-09-12,Bächli Swiss Climbing Cup BSCC 2020 - Lead-Schweizermeisterschaft Villeneuve,SAC-CAS,National championship,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2020-09-12,Mammut Youth Climbing MYCC 2020 - Speed-Schweizermeisterschaft Villeneuve,SAC-CAS,National championship,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2020-09-13,Baden-Württembergischer Jugendcup Boulden - Active Garden Waiblingen,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2020-09-17,IFSC Europe - Continental Youth Cup (L) - Augsburg (GER) 2020,IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2020-09-19,Sächsischer Jugendcup 2020 Wk2 Bouldern im Mandala Dresden,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2020-09-19,Campionato regionale Speed Emilia Romagna,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2020-09-26,2. Deutscher Jugendcup (L) 2020 - Wetzlar,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2020-09-26,"Sächsischer Jugendcup 2020, Wk3 Lead in Heidenau",DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2020-09-26,Campionato Italiano Speed,FASI,National championship,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2020-09-26,Bächli Swiss Climbing Cup BSCC 2020 - Speed-Schweizermeisterschaft St. Gallen,SAC-CAS,National championship,Senior / Open,FED:SAC-CAS,direct federation-level evidence,True,False
2020-10-03,"Sächsischer Jugendcup 2020, Wk4 Bouldern in Leipzig",DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2020-10-03,Mammut Youth Climbing MYCC 2020 - Boulder-Schweizermeisterschaft Biel,SAC-CAS,National championship,Youth,FED:SAC-CAS:YOUTH,direct federation-level evidence,True,False
2020-10-17,Campionato Italiano Boulder,FASI,National championship,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2020-10-25,Lazio U18-20 Senior speed,FASI,Regional / local,Senior / Open,FED:FASI,direct federation-level evidence,True,False
2020-11-01,3. Deutscher Jugendcup (S) 2020 - Hamburg,DIGITALROCK,Regional / local youth,Youth,SHARED_BRIDGE_ONLY,valid shared-skill evidence without a governed direct target-head label,True,False
2020-11-14,IFSC Europe - Continental Youth Cup (S) - Tarnow (POL),IFSC,Continental series youth,Youth,IFSC_REG:EUROPE:YOUTH,direct IFSC regional/continental evidence,True,False
2020-11-20,"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",IFSC,Continental championship,Senior / Open,IFSC_REG:EUROPE,direct IFSC regional/continental evidence,True,False
2020-11-21,"IFSC Europe - Continental Championships (B,S,L,C) - Moscow (RUS) 2020",IFSC,Continental championship,Senior / Open,IFSC_REG:EUROPE,direct IFSC regional/continental evidence,True,False
2021-01-30,Coppa italia Speed 1° prova,FASI,National series,Senior / Open,FED:FASI,direct federation-level evidence,True,False
